
Copyright 2016 Prifysgol Bangor University

   Licensed under the Apache License, Version 2.0 (the "License");
   you may not use this file except in compliance with the License.
   You may obtain a copy of the License at

       http://www.apache.org/licenses/LICENSE-2.0

   Unless required by applicable law or agreed to in writing, software
   distributed under the License is distributed on an "AS IS" BASIS,
   WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied.
   See the License for the specific language governing permissions and
   limitations under the License.

'C' / 'S' scroll	sgrôl 'C' / 'S'
Catherine the Great	Catrin Fawr
Catholic	Catholig
Catholic	Pabydd
Catholic	Pabydd
Catholic	Pabyddol
Catholic Emancipation	Rhyddfreinio'r Pabyddion
Catholic Emancipation Act	Deddf Rhyddfreinio'r Pabyddion
Catholic Majesties	Eu Mawrhydi Catholig
Catholic Martyrs	Merthyron Pabyddol
Catholic association	cymdeithas Gatholig
Catholic church	eglwys Gatholig
Catholic leadership	arweinwyr Catholig
Catholicism	Catholigiaeth
Catholicism	Pabyddiaeth
Catholicism	Pabyddiaeth
Celsius	Celsius
Celsius	Celsius
Celt	Celt
Celtic	Celtaidd
Celtic	Celtaidd
Celtic	Celteg
Celtic	Celteg
Celtic Art	Celfyddyd Geltaidd
Celtic art	celfyddyd Geltaidd
Celtic cross	croes Geltaidd
Celtic form	ffurf Geltaidd
Celtic harp	telyn Geltaidd
Celtic society	cymdeithas Geltaidd
Central Criminal Court	Llys Troseddol Canolog
Central Office of Information	Swyddfa Hysbysrwydd Ganolog
Central Place Theory	Damcaniaeth Man Canol
Central Place Theory	Theori Man Canol
Central Welsh Board	Bwrdd Canol Cymreig
Centre for Policy Studies	Canolfan Astudiaethau Polisi
Centronics interface	rhyngwyneb Centronics
Centronics interface	rhyngwyneb Centronics
Certificate of Education	Tystysgrif Addysg
Certificate of Extended Education	Tystysgrif Addysg Estynedig
Certificate of Pre-Vocational Education	Tystysgrif Addysg Gyn-Alwedigaethol
Chaldean	Caldeaidd
Chambers of Reunion	Siambrau Ailuniad
Chancellor of the Exchequer	Canghellor y Trysorlys
Chancery	Siawnsri
Chancery	Siawnsri
Charlemagne	Siarlymaen
Charles the Bald	Siarl Foel
Charles the Bold	Siarl Ddewr
Charles the Good	Siarl Dda
Charles the Great	Siarl Fawr
Charter Roll	Rhôl Siarter
Chartism	Siartiaeth
Chartist	Siartydd
Chartist movement	mudiad y Siartwyr
Cheddar cheese	caws Cheddar
Chelsea bun	byns Chelsea
Cheshire cheese	caws Caer
Chester	Caer
Chief Justice	Prif Ustus
Child Care Act	Deddf Gofal Plant
Children Act	Deddf Plant
Children's Care, Learning and Development Sector	Sector Gofal, Dysgu a Datblygiad Plant
Children's Charter, The	Siarter y Plant
Children's Crusade	Croesgad y Plant
Children's Workforce Development Council	Cyngor Datblygu'r Gweithlu Plant
China	Tsieina
Chinese	Tsieineaidd
Chinese	Tsieinëeg
Chinese block	bloc Tsieineaidd
Chinese white	gwyn Tsieina
Chinese white	gwyn Tsieina
Christ	Crist
Christ	Crist
Christendom	Cred
Christendom	Gwledydd Cred
Christendom	Gwledydd Cred
Christian	Cristion
Christian	Cristion
Christian	Cristionogol
Christian	Cristnogol
Christian Church	Eglwys Gristnogol, yr
Christian Court	Cwrt Eglwysig
Christian Court	llys eglwysig
Christian Democrat Party	Plaid Ddemocrataidd Gristnogol
Christian belief	cred Gristnogol
Christian church	eglwys Gristnogol
Christian faith	ffydd Gristnogol
Christian family	teulu Cristnogol
Christian heritage	etifeddiaeth Gristnogol
Christian teaching	dysgeidiaeth Gristnogol
Christianity	Cristionogaeth
Christianity	Cristnogaeth
Christianity	Cristnogaeth
Christmas	Nadolig
Christmas	Nadolig
Christmas Eve	Noswyl Nadolig
Christmas pudding	plwmpwdin
Christmas pudding	pwdin Nadolig
Christmassy	Nadoligaidd
Christology	Cristoleg
Church in Wales	Eglwys yng Nghymru, yr
Church of England	Eglwys Loegr
Cinque Ports	Pum Porthladd
Cisalpine Republic	Gweriniaeth Isalpaidd
Cistercian	Sistersaidd
Cistercian	Sistersaidd
Cistercian	Sistersiad
Cistercian	Sistersiad
Cistercian Order	Urdd Sistersaidd
Citizens Advice Bureau	Canolfan Cynghori
Citizens Advice Bureau	Canolfan Gynghori
Citizens Advice Bureau	Canolfan Gynghori
City Technology College	Coleg Technegol Dinas
Civil Code	Cod Sifil
Civil Court procedure	dull gweithredu'r Llys Sifil
Civil Law	Cyfraith Sifil
Clifford's Inn	Ysbyty Clifford
Close Roll	Rhôl Clos
Closure Rule	Rheol Gaefa
Cluniac Order	Urdd Cluny
Code of Practice 2001	Cod Ymarfer 2001
Coercion Act	Deddf Gorfodaeth
College of Advanced Technology	Coleg Technegol Uwch
College of Education	Coleg Addysg
College of Further Education	Coleg Addysg Bellach
Colonial Secretary	Ysgrifennydd y Trefedigaethau
Combination Act	Deddf Cyfuno
Combination Acts	Deddfau Cyfuno
Cominform	Cominfform
Commercial Code	Cod Masnach
Commission of Array	Comisiwn Aräe
Commissions for Sequestration	Comisiynwyr yr Atafaeliad
Committee for Plundered Ministers	Pwyllgor y Gweinidogion Ysbeiliedig
Committee for the Propagation of the Gospel	Pwyllgor er Taenu'r Efengyl
Committee of Accounts	Pwyllgor Cyfrifon
Committee of Delinquency	Pwyllgor Troseddau
Committee of Public Safety	Pwyllgor Diogelwch y Cyhoedd
Common Weal	Lles Cyffredin
Commonwealth Games	Gemau'r Gymanwlad
Commonwealth of Independent States	Cymanwlad y Gwladwriaethau Annibynnol
Commonwealth, the	Cymanwlad: y Gymanwlad
Commonwealth, the	Gwerinlywodraeth: y Werinlywodraeth
Communist Party	Plaid Gomiwnyddol
Community Council	Cyngor Cymuned
Community Health Council	Cyngor Iechyd Cymdeithas
Competition Commission	Comisiwn Cystadleuaeth
Computer Aided Learning [CAL]	Dysgu trwy gymorth cyfrifiadur
Computer Assisted Learning [CAL]	Dysgu trwy gymorth cyfrifiadur
Computer Integrated Manufacture	Gweithgynhyrchu drwy Integreiddio Cyfrifiaduron
Comtism	Comtiaeth
Concert of Europe	Cytgord Ewrop
Conciliar Movement	Mudiad y Cynghorau
Conciliar Movement	y Mudiad Cynghoraidd
Confederacy	taleithiau Cydffederal
Confederation of the Rhine	Cydffederasiwn y Rhein
Confession of Augsburgh	Cyffes Augsburg
Conflict	Swyddfa Cynrychiolydd Arbennig Ysgrifennydd Cyffredinol Plant a Gwrthdaro Milwrol
Confraternity of Christian Doctrine	Brawdoliaeth Dysgeidiaeth Gristnogol
Confucian	Conffiwsaidd
Confucian	Conffiwsiad
Congested Local Board	Bwrdd Lleol Gorboblogaeth
Congregationalist	Annibynnol
Congregationalist	Annibynnwr
Congregationalist	Annibynnwr
Congregations of Christ	Cynulleidfaoedd Crist
Congregations of Congress	Cyfarfodydd Cyngres
Congress Party	Plaid y Gyngres
Congress System	Cyfundrefn Gyngresol
Congress of Berlin	Cyngres Berlin
Conservative Party	Plaid Geidwadol
Conspiracy & Protection of Property Act	Deddf Cynllwyn a Diogelu Eiddo
Conspiracy of Equals	Cynllwyn y Cydraddolion
Constantine the Great	Cystennin Fawr
Constituent Assembly	Cynulliad Cyfansoddol
Consumer Advice Service	Gwasanaeth Cynghori Defnyddwyr
Consumer Council	Cyngor Defnyddwyr
Consumer Credit Act	Deddf Credyd Defnyddwyr
Consumer Protection Act 1987	Deddf Gwarchod Defnyddwyr 1987
Consumer Protection Department	Adran Gwarchod Defnyddwyr
Consumer Protection Department Act	Deddf Adran Gwarchod Defnyddwyr
Continental System	System Gyfandirol
Control of Substances Hazardous to Health	Rheoli Sylweddau sy'n Beryglus i Iechyd
Control of Substances Hazardous to Health Regulations (COSHH) 2002	Rheoliadau Rheoli Sylweddau Peryglus i Iechyd (COSHH) 2002
Conventigles Act	Deddf y Confentiglau
Conway Races	Campau Conwy
Corinthian	Corinthaidd
Coriolis force	grym Coriolis
Corn Hog Belt	Ardal Corn a Moch
Corn Law	Deddf Ŷd
Corn Laws	Deddfau Ŷd
Cornell method	dull Cornell
Cornish	Cernywaidd
Cornish	Cernyweg
Cornish	Cernyweg
Cornish	Cernywiaid
Cornish pasty	pastai Gernyw
Cornwall	Cernyw
Corporation Act	Deddf Corfforaeth
Corporations & Municipalities Act	Deddf Trefi a Chorfforaethau
Corrupt Practices Act	Deddf Gweithrediadau Llwgr
Cossack	Cosac
Council for Educational Technology	Cyngor Addysg a Thechnoleg
Council of Blood	Cyngor Gwaedlyd
Council of Regency	Cyngor y Rhaglywiaeth
Council of the North	Cyngor y Gogledd
Counsel Learned in the Law	Cwnsler Dysgedig yn y Gyfraith
Count Palatine	Cownt Palatin
Counter-Remonstrants	Gwrth-Haerwyr
Country Code, The	Rheolau Cefn Gwlad
County Court	llys sirol
County Palatine	Breiniarllaeth
County Record Office	Archifdy Sir
Coupon Election	Etholiad y Cwpon
Court of Admiralty	Llys y Morlys
Court of Admiralty	y Morlys
Court of Appeal	Llys Apêl
Court of Arches	Cwrt y Bwâu
Court of Arches	Cwrt y Bwâu
Court of Audience	Cwrt Gwrandawiad
Court of Augmentations	Cwrt yr Ychwanegiadau
Court of Chancery	Cwrt Siawnsri
Court of Chancery	Llys Siawnsri
Court of Common Pleas	Cwrt Pledion Cyffredin
Court of Common Pleas	Llys Pledion Cyffredin
Court of Criminal Appeal	Llys Apêl Troseddol
Court of Criminal Appeal	Y Llys Apêl Troseddau
Court of Delegates	Llys Anfonogion
Court of Equity	Llys Ecwiti
Court of Exchequer	Cwrt y Siecr
Court of Exchequer	y Trysorlys
Court of First Fruits and Tenths	Cwrt Anodau a Degawdau
Court of General Surveyors	Cwrt Archwilwyr Cyffredinol
Court of Great Sessions	Llys y Sesiwn Fawr
Court of High Commission	Cwrt yr Uchel Gomisiwn
Court of King's Bench	Cwrt Mainc y Brenin
Court of Petty Sessions	Llys Bach
Court of Probate	Llys Profiant
Court of Quarter Sessions	Llys Chwarter
Court of Requests	Cwrt y Deisyfion
Court of Requests	Llys Deisyfion
Court of Star Chamber	Llys Siambr y Seren
Court of Star Chamber	Llys y Seren
Court of Wards & Liveries	Cwrt Gward a Lifrai
Court of Wards and Liveries	Cwrt Gward a lifrai
Courts and Legal Services Act	Deddf Llysoedd a Gwasanaethau Cyfreithiol
Courts of Assize	Brawdlys
Cowper’s gland	chwarren Cowper
Craft Design Technology	Crefft Dylunio a Thechnoleg
Creole	Creol
Creole	Creoliad
Creole	creolaidd
Creole	iaith Creol
Cretaceous	Cretasig
Crete	Creta
Crimean War	Rhyfel y Crimea
Criminal Code	Cod Troseddol
Criminal Court procedure	dull gweithredu'r Llys Troseddau
Criminal Law Act	Deddf Cyfraith Trosedd
Criminal Law Amendment Act	Deddf Newid y Gyfraith Trosedd
Crimplene	Crimplene
Crown Court	Llys y Goron
Crown Court	Llys y Goron
Crown Land	Tir y Goron
Crown Prosecution Service	Gwasanaeth Erlyn y Goron
Crutched Friar	Brawd y Groes
Cubist	Ciwbaidd
Cubist	Ciwbydd
Curia	Llys y Pab
Curia Regis Roll	Rhôl Llys y Brenin
Curriculum Cymreig	Cwricwlwm Cymreig
Customary Law	Cyfraith Defod
Customs and Excise	Tollau Tramor a Chartref
Customs and Excise	Tollau ac Ecséis
Cymru Ar-lein Division	Is-adran Cymru Ar-lein
Cyrillic	Syrilig
Cyrillic alphabet	gwyddor Gyrilig
Cyrillic alphabet	gwyddor Sirilig
Czech crisis	argyfwng Tsiecoslofacia
D major	D fwyaf
D minor	D leiaf
D-Day landings	glaniadau D-Day
DTP	bwrddgyhoeddi
DTP triple immunisation	imiwneiddiad DTP triphlyg
Dada	Dada
Dadaism	Dadaiaeth
Dadaism	Dadaistiaeth
Dadaism	Dadayddiaeth
Dainty Davy dance	Dawns Dafydd Gain
Dalai Lama	Dalai Lama
Dalit	Dalit
Dane	Daniad
Danegeld	Treth y Daniaid
Danelaw	Rhanbarth y Daniaid
Danish	Danaidd
Danish	Daneg
Dark Ages	Oesoedd Tywyll
Darwin finch	pinc Darwin
Darwinism	Darwiniaeth
Darwinism	Darwiniaeth
Data Post	Data Post
Data Protection Act	Deddf Gwarchod Data
Data Protection Act	Deddf Gwarchod Data
Davy-lamp	lamp Davy
Davy-lamp	lamp glöwr
Day of Atonement	Dydd y Cymod
Day of Barricades	Dydd y Baricedau
Day of Dupes	Dydd y Twyllo
Days of Gladness	Dyddiau Llawenydd
Dear Sir\Madam	Annwyl Syr\Fadam
Debtor's Prison	Carchar Dyledwyr
December	Rhagfyr
Decembrists' Revolt	Gwrthryfel y Rhagfyrwyr
Declaration of Independence	Datganiad Annibyniaeth
Declaration of Indulgence	Datganiad Pardwn
Declaration of Rights	Datganiad Iawnderau
Declaratory Act	Deddf Datganiad
Decorated Gothic	Gothig Addurnedig
Deep South	De Eithaf
Defence Bond	Bond Amddiffyn
Defence Bonds	Bondiau Amddiffyn
Defender of the Faith	Amddiffynnydd y Ffydd
Delegates Court	Llys Anfonogion
Delft ware	crochenwaith Delft
Demerara	Demerara
Democratic Party	Plaid Ddemocrataidd
Department for Education and Employment	Adran Addysg a Chyflogaeth
Department of Education and Science	Adran Addysg a Gwyddoniaeth
Department of Trade and Industry	Adran Diwydiant a Masnach
Design and Technology [DT]	Dylunio a Thechnoleg [DT]
Devonian	Dyfnantaidd
Dewey Decimal System	System Ddegol Dewey
Dhootie cloth	brethyn Dhootie
Dhootie cloth	brethyn Dhootie
Diagnostic and Statistical Manual	Llawlyfr DSM
Dichloro Diphenyl Trichloroethane (DDT)	Deucloro Deuffenyl Tricloroethan (DDT)
Diet of Worms	Diet Worms
Diggers	Cloddwyr
Digital Versatile Disk	Disg Amlbwrpas Digidol
Diploma of Higher Education	Diploma Addysg Uwch
Direct Broadcast Satellite [DBS]	Lloeren Darlledu Uniongyrchol [LLOEDUN]
Director of Public Prosecutions	Cyfarwyddwr Erlyniadau Cyhoeddus
Director of Public Prosecutions	Cyfarwyddwr yr Erlyniadau Gwladol
Directory	Directoire
Disarmament Commission	Comisiwn Diarfogi
Disestablishment of the Church	Datgysylltiad yr Eglwys
Dissolution of Monasteries	Diddymiad y Mynachlogydd
District Health Authority	Awdurdod Iechyd Dosbarth
District Nurse	nyrs ardal
Divine Right of Kings	Dwyfol Hawl Brenhinoedd
Divisional Court	Llys Adrannol
Divisional Court of Queen's Bench	Llys Adrannol Mainc y Frenhines
Divisional Court of the QBD	Llys Adrannol Mainc y Frenhines
Divisionist	Rhaniadwr
Diwali	Diwali
Doctrine of Atonement	Athrawiaeth yr Iawn
Doctrine of Non-recognition	Athrawiaeth Gwrthod Cydnabod
Doctrine of Papal Infallibility	Athrawiaeth Anffaeledigrwydd y Pab
Dolerite	dolerit
Doman-Delacato therapy	therapi Doman-Delacato
Domesday Book	Llyfr Domesday
Dominican	Dominicaidd
Dominican	Dominiciad
Dominican Order	Urdd Ddominicaidd
Dominican Order	Urdd Sant Dominic
Donation of Constantine	Rhodd Cystennin
Doomsday	Dydd y Farn
Doomsday Book	Llyfr Dydd y Farn
Dorian	Doraidd
Dorian mode	modd Doriaidd
Dorian mode	y modd Doraidd
Doric	Dorig
Dover sole	lleden Dover
Down syndrome	syndrom Down
Down's syndrome	syndrom Down
Dreikaiserbund	Cynghrair y Tri Brenin
Dresden tool	offeryn Dresden
Dreyfus affair	helynt Dreyfus
Dual Monarchy	Brenhiniaeth Ddeuol
Duchenne muscular dystrophy	dystroffi cyhyrol Duchenne
Duchenne smile	gwên Duchenne
Duke of Lancaster	Dug Lancaster
Duke of York	Dug Efrog
Dundee cake	teisen Dundee
Durga	Durga
Durga Puja	Durga Puja
Dutch	Iseldiraidd
Dutch	Iseldiraidd
Dutch	Iseldireg
Dutch	Iseldireg
Dutch courage	dewrder potel gwrw
Dutch elm disease	clefyd llwyfen yr Iseldiroedd
Dutch metal	aloi'r Iseldiroedd
Dutchman	Iseldirwr
E major	E fwyaf
E minor	E leiaf
E number	rhif E
EBCDIC code	cod EBCDIC
EBCDIC code	cod EBCDIC
EBP: Education Business Partnership	PAB: Partneriaeth Addysg Busnes
ESCAPE key	bysell ESCAPE
EXECUTE key	bysell EXECUTE
Earl Marshall	Iarll Farsial
Early Bronze Age	Oes Efydd Gynnar
Early Christian Art	Celfyddyd Cristnogaeth Gynnar
Early Christian art	Celfyddyd Cristnogaeth Gynnar
Early English Gothic	Gothig Seisnig Cynnar
Early English Gothic Style	Arddull Gothig Seisnig Gynnar
Early Years Foundation stage	Cyfnod Sylfaen y Blynyddoedd Cynnar
Earth	Daear
East India Company	Cwmni India'r Dwyrain
Easter	Pasg
Easter	y Pasg
Easter day	Sul y Pasg
Eastern Europe	Dwyrain Ewrop
Eastern Question	Cwestiwn y Dwyrain
Eastern grip	gafael y flaen-llaw
Eastern religions	crefyddau’r Dwyrain
Ecclesiastical Ordinances	Ordinhadau Eglwysig
Economic & Social Council	Cyngor Economaidd a Chymdeithasol
Eden	Eden
Edict of Emancipation	Cyhoeddeb Rhyddfreiniad
Edict of Fraternity	Cyhoeddeb Brawdgarwch
Edict of Restitution	Cyhoeddeb Adferiad
Edinburgh	Caeredin
Edinburgh group	grŵp Caeredin
Education Act	Deddf Addysg
Education Reform Act	Deddf Diwygio Addysg
Education Secretary	Ysgrifennydd Addysg
Edward the Confessor	Edward Gyffeswr
Edward the Elder	Edward yr Hynaf
Edwardian	Edwardaidd
Edwardian Conquest	Goresgyniad Edward
Edwardian Settlement	Ardrefniant Edward
Edwardian era	oes Edwardaidd
Egyptian hieroglyphics	hieroglyffigau'r Eifftwyr
Egyptology	Eifftoleg
Eightfold Path	Llwybr Wythblyg
Einstellung	Einstellung
Ejection of Scandalous Ministers Act	Deddf Diarddel Gweinidogion Gwarthus
El Niño	El Niño
Elector	Etholydd
Elector Archbishop	Etholydd Archesgob
Elector Palatine	Etholydd Palatin
Elector Palatine	Etholydd Palatin
Electra complex	cymhleth Electra
Electronic News Gathering [ENG]	Uned Newyddion Electronig [UNE]
Eleven Years Tyranny	Gormes yr Un Mlwydd ar Ddeg
Elizabeth I	Elizabeth I
Elizabethan	Elisabethaidd
Elizabethan Church Settlement	Ardrefniant Eglwysig Elizabeth
Elizabethan history	hanes oes Elizabeth
Elohim	Elohim
Elysian	paradwysaidd
Emancipation Act	Deddf Rhyddfreinio
Emmanuel the Fortunate	Emaniwel Ffodus
Employers' and Workmen's Act	Deddf Cyflogwyr a Gweithwyr
Employment Exchange	Swyddfa Gyflogaeth
Enc.	Amg
Enclosure Acts	Deddfau Cau Tiroedd
Enclosure Movement	Mudiad Cau Tir
Enclosure of Common Land Act	Deddf Cau Tir Comin
England	Lloegr
England regions	rhanbarthau Lloegr
English	Saesneg
English	Saeson
English	Seisnig
English Common Law	Cyfraith Gwlad Lloegr
English Law	Cyfraith Loegr
English bond	bondin Seisnig
English garden wall bonding	bondin Seisnig wal gardd
English horn	cor anglais
English lady	Saesnes
English quilting	cwiltio Seisnig
English quilting	cwiltio Seisnig
English suite	cyfres Seisnig
English willow	helygen Seisnig
Englishman	Sais
Enlightenment	Goleuo
Environmental Health Department	Adran Iechyd yr Amgylchedd
Environmental Protection Act	Deddf Amddiffyn yr Amgylchedd
Eocene	Ëosen
Epiphany	Ystwyll
Episcopal authority	awdurdod Esgobaethol
Equity Court	Cwrt Ecwiti
Equity Law	Cyfraith Ecwiti
Erasmianism	Erasmiaeth
Erastian	Erastaidd
Erastian	Erastydd
Erastianism	Erastiaeth
Erastianism	Erastiaeth
Erfurt union	undeb Erfurt
Espagnole sauce	saws Espagnole
Estates General	Stadau Cyffredinol
Estonia	Estonia
Estonian	Estoniad
Etesian	Etesaidd
Ethelred the Unready	Ethelred y Digyngor
Ethernet	Ethernet
Etruscan	Etrwsgaidd
Etruscan	Etrwsgeg
Etruscan	Etrwsgiad
Etruscan Art	Celfyddyd Etrwsgaidd
Etruscan art	celfyddyd Etrwsgaidd
Eucharist	Cymundeb
Eucharist	Ewcharist
Eucharist	y cymun
Eucharistic	cymunol
Euclid's algorithm	algorithm Ewclid
Euclidean	Ewclidaidd
Europe	Ewrop
European	Ewropead
European	Ewropeaidd
European Coal & Steel Community	Cymuned Glo a Dur Ewrop
European Commission	Comisiwn Ewropeaidd
European Community	Cymuned Ewropeaidd
European Computer Driving Licence	Trwydded Yrru Gyfrifiadurol Ewropeaidd
European Convention on Human Rights
European Convention on Human Rights	Confensiwn Ewropeaidd ar Hawliau Dynol
European Economic Community [EEC]	Y Gymuned Economaidd Ewropeaidd
European Free Trade Area	Ardal Fasnach Rydd Ewropeaidd
European Free Trade Association	Cymdeithas Fasnach Rydd Ewrop
European Law Convention on Human Rights	Cytundeb Iawnderau Dynol Ewrop
European Union	Undeb Ewropeaidd
European Union	yr Undeb Ewropeaidd
European Working Time Directive	Y Gyfarwyddeb Oriau Gwaith Ewropeaidd
European body	corff Ewropeaidd
European classical tradition	traddodiad clasurol Ewropeaidd
European context	cyd-destun Ewropeaidd
European dimension	dimensiwn Ewropeaidd
European exploration	fforio Ewropeaidd
European law	cyfraith Ewrop
Europeanism	Ewropeaeth
Europeanization	Ewropeiddio
Europeanize	Ewropeiddio
Eurosize	Ewrofaint
Eurozone	Ewrodir
Eustachian	Eustachiaidd
Eustachian tube	tiwb Eustachio
Eustachian tube	tiwb Eustachio
Evans' Jig	Dawns Ifan
Every Child Matters 2003/2004	Mae Pob Plentyn yn Bwysig 2003/2004
Exchequer Court	Llys y Siecr
Exclusion Act	Deddf Gwahardd
Exclusion Crisis	Argyfwng y Gwahardd
Exeter pattern hammer	morthwyl patrwm Exeter
Exile	Caethglud
Exodus	Exodus
Export Credits Guarantee Department	Adran Gwarantu Credyd Allforol
Eysenck personality inventory	rhestren bersonoliaeth Eysenck
F attachment	ymlyniad F
F clef	cleff F
F major	F fwyaf
F minor	F leiaf
F ratio	cymhareb F
Fabian Society	Cymdeithas y Ffabiaid
Fabianism	Ffabiaeth
Fablon	Fablon
Factory Acts	Deddfau Ffatri
Fair Trading Office Act	Deddf Swyddfa Masnachu Teg
Fallopian tube	tiwb Fallopio
Fallopian tube	tiwb Fallopio
Family Expenditure Survey	Arolwg Gwariant Teulu
Family Health Services Authority	Awdurdod Gwasanaethau Iechyd Teulu
Family Income Supplement	Atodiad Incwm Teulu
Far East	Dwyrain Pell
Far East	Dwyrain Pell
Fascist Italy	Yr Eidal Ffasgaidd
Fashoda crisis	argyfwng Fashoda
Fatamid Art	Celfyddyd Ffatamid
Father Christmas	Santa Clôs
Father Christmas	Siôn Corn
Fathers 4 Justice	Fathers 4 Justice
Feast of Andrew the Apostle	Gŵyl Sant Andreas
Feast of Edward, the Confessor	Gŵyl Edward Frenin
Feast of James the Apostle	Gŵyl Iago'r Apostol
Feast of John the Apostle	Gŵyl Ioan yr Apostol
Feast of John the Baptist	Gŵyl Ifan
Feast of Lucy	Gŵyl Lleuan Wyryf
Feast of Matthew the Apostle	Gŵyl Fathew yr Apostol
Feast of Peter and Paul	Gŵyl Bedr a Phawl
Feast of Pope Calixtus	Gŵyl y Pab Calixtus
Feast of St Benedict	Gŵyl Sant Benedict
Feast of St Cecilia	Gŵyl Cecilia Wyryf
Feast of St David	Gŵyl Ddewi
Feast of St Denis	Gŵyl Sant Denis
Feast of St Hilary	Gŵyl Sant Hyllar
Feast of St Luke the Evangelist	Gŵyl Luc Efengylwr
Feast of St Martin	Gŵyl Sant Martin
Feast of St Mary, August	Gŵyl Fair yn Awst
Feast of St Mary, Nativity	Gŵyl Eni'r Arglwyddes Fair
Feast of St Mary, September	Gŵyl Fair ym Medi
Feast of St Michael	Gŵyl Sant Mihangel
Feast of St Patrick	Gŵyl Badrig
Feast of St Paul	Gŵyl Bawl
Feast of Stephen the Martyr	Gŵyl San Steffan
Feast of Thomas the Apostle	Gŵyl Tomos yr Apostol
February	Chwefror
February	y mis bach
Federal German Republic	Gweriniaeth Ffederal yr Almaen
Fehlings solution	hydoddiant Fehling
Feng Shui architecture	pensaernïaeth Feng Shui
Fenian	Ffeniad
Fenian Brotherhood	Brawdoliaeth y Ffeniaid
Fenian Movement	Mudiad y Ffeniaid
Ferdinand	Fferdinand
Fertile Crescent	Cilgant Ffrwythlon
Field Marshal	Maeslywydd
Field of the Cloth of Gold	Maes y Brethyn Euraid
Fifth Monarchist	Pumed Frenhinwr
Fifth Monarchy	Pumed Frenhiniaeth
Fifth Republic	Pumed Weriniaeth
Final Solution	Ateb Terfynol
Fine Art	Celfyddyd Gain
Fine Roll	Rhôl Tâl am Fraint
Finnish	Ffiniad
Finnish	Ffinnaidd
Finnish	Ffinneg
First Fruits and Tenths Act	Deddf Blaenffrwyth a Degadau
First International	Cymdeithas Ryngwladol Gyntaf
First Republic	Gweriniaeth Gyntaf
First World War	Rhyfel Byd Cyntaf
Fisher Exact Probability Test	Prawf Tebygolrwydd Union Fisher
Five Books, the	Pum Llyfr, y
Five Classics	Pum Clasur
Five Mile Act	Deddf Pum Milltir
Five Pillars of Islam	Pum Piler Islam
