english welsh
expressionist mynegiadol
probable tebygol
resulting canlynol
mallet gordd
contiguous cyfagos
published cyhoeddedig
certificate tystysgrif
tug tynnu
triple triphlyg
compass cwmpas
attire gwisgo
settled sefydlog
bewilder drysu
ostler ostler
projectile taflegryn
continental cyfandirol
implication ymhlygiad
staple styffylu
mark nod
saturation dirlawnder
levy trethu
dove colomen
heterosexual anghyfunrhyw
application rhaglen
cripple efryddu
spoil andwyo
italicise italeiddio
versed hyddysg
view golwg
technician technegydd
quicken bywiocáu
appetizing blasus
chill rhynnu
begin dechrau
standardisation safoni
shedding parthiad
yoghurt iogwrt
attainment dawn
generic rhywogaethol
graven cerfiedig
custody gwarchodaeth
abusive sarhaus
stone maen
propitious teg
deal deliant
profuse helaeth
sachet cwdyn
foam distrych
smallholding tyddyn
prefabricated parod
castellated castellog
mandarin mandarin
stud gre
eerie annaearol
heathendom paganiaeth
bungle bwnglera
faint llewyg
thither yno
corpse lladd
depredation anrhaith
cruel creulon
warped gwyrdroëdig
untainted pur
succinct byr
stance safiad
groyne grwyn
wearisome poenus
octopus octopws
lounge gorweddian
perceive canfod
curtain cyrten
overcast cymylog
competent digonol
spay disbaddu
illiteracy anllythrennedd
dolerite dolerit
business busnes
emotion emosiwn
localization lleoliad
aerial awyrol
laud moli
patrol patrôl
surgeon llawfeddyg
vary amrywio
prise gorfodi
barricade baricêd
quittance rhyddhad
negotiate trafod
blissful dedwydd
convene galw
taking deniadol
inundate gorlifo
vital bywiol
quadrat cwadrat
motor modur
attest tystio
impure amhur
several amryw
sign arwydd
fanaticism penboethni
dynasty llinach
cultivate tyfu
worst gwaethaf
election etholedigaeth
telling cyrhaeddgar
compartment adran
statute ystatud
farmyard clos
train ymarfer
historian hanesydd
encomium clod
scavenge chwilota
quadriceps cwadriceps
corruptible llygradwy
professorial athrawol
convulsion confylsiwn
innocuous diniwed
aggravating poenus
surface wyneb
arable âr
hotel gwesty
buck bwch
pernicious dinistriol
diminution lleihad
triethylamine triethylamin
lecturer darlithydd
infliction poen
clinic clinig
retain dargadw
quirky od
propagate pelydru
junior ieuafiad
host gwesteiwr
rumble trystio
restraint ataliaeth
tomorrow yfory
nappy cewyn
questionnaire holiadur
shabby afler
repugnance atgasedd
middling symol
unfurnished diddodrefn
sappy noddlyd
scrotum ceillgwd
accountable atebol
stun hurtio
unfitness anffitrwydd
apraxia apracsia
rhyme rhigwm
resolve penderfyniad
cue awgrym
crust cramen
wind weindio
disparage difrïo
decease tranc
workforce llafurlu
perambulate rhodio
rescuer achubwr
surrealism swrrealaeth
enfold gafael
antiquary hynafiaethydd
waft chwythu
decay dadfeiliad
hurricane hyrddwynt
intractable anhydrin
beam lled
margin ffin
soporific cysglyd
cancel dirymu
weave gwau
nose ffroeni
forbear goddef
hammock hamog
photocopier llungopïwr
sharpness llymder
trigger triger
mandolin mandolin
thaw toddi
candidate ymgeisydd
scrap cerpyn
compound cymhlethu
wealthy goludog
pertinent perthnasol
sticky anhyblyg
gonad gonad
emancipation rhyddhad
forger ffugiwr
belongings eiddo
pamphlet pamffledyn
settler gwladychwr
unpack dadbacio
belt ardal
grazier porwr
petty pitw
inconsistent anghyson
degraded diraddiedig
rebellious gwrthryfelgar
sprig sbrigyn
disinter datgladdu
scour sgwriad
undismayed eofn
ribald croesan
stagnant marwaidd
right cywir
scrub sgrwbio
communicate cyfleu
finch pinc
dilution gwanhad
sand tywod
grand mawreddog
rascality dihirwch
fond annwyl
dell cwm
worth gwerth
sequel canlyniad
youngster crwt
aspic asbig
trimming addurn
pale gwan
cloth clwt
personality personoliaeth
secularism secwlariaeth
bilingual dwyieithog
lagoon lagŵn
primrose briallen
inheritance treftadaeth
subtlety craffter
potsherd telchyn
bride priodferch
pang brath
colonel cyrnol
sweltering llethol
prolocutor llefarydd
booming ymchwyddol
morass mignen
progressive cynyddol
pixel picsel
stiffness anystwythder
realistic naturiol
succeed olynu
glower cuchio
enclosure lloc
draff gwaddod
discourse mynegiant
fight cwffio
withering deifiol
punctilious gorfanwl
rapscallion dihiryn
whole cyfan
skew sgiw
scrutiny archwiliad
oblivion angof
boaster broliwr
arterial prifwythiennol
stick ffon
unemployment anghyflogaeth
attaint ennill
marked nodedig
reprove ceryddu
mayoress maeres
defiance herfeiddiad
irritate cythruddo
remission maddeuant
votary pleidiwr
intervening rhyngol
orifice agorfa
wriggle ymnyddu
hesitation petruster
omnivore hollysydd
remuneration tâl
wane lleihau
purblind cibddall
correct priodol
ascent llethr
luminance goleuder
incendiary llosgwr
ramble crwydro
ornithologist adaregydd
tartaric tartarig
streamer rhuban
maker gwneuthurwr
karre clint
enchant swyno
fray ffrae
throng tyrfa
greenness gwyrddlesni
obscure cymylu
trailer rhaglun
flattery gweniaith
groan ochenaid
discreet synhwyrol
acrylic acrylig
lustrous gloyw
harmful niweidiol
city dinas
impale polioni
reliant dibynnol
linesman llumanwr
clog clocsen
acacia acasia
cortex cortecs
plan uwcholwg
arouse deffro
reliance ymddiried
reliability dibynadwyedd
sprawl ymledu
hill bryn
villa fila
conductor tywyswr
purpose amcanu
nimble heini
sorrow galar
sniff arogli
guitar gitâr
preach pregethu
then ynteu
castigation cystwyad
adipose bras
intestine perfeddyn
mien pryd
castrate disbaddu
subscribe cefnogi
endless diddiwedd
nonconformist anghydffurfiwr
viol feiol
ethnomusicology ethnogerddoleg
consequentialism canlyniadaeth
lash rhwymo
amidst ymysg
ischaemic ischaemig
engage ymladd
ring cylch
garden garddio
thistle ysgellyn
cede ildio
flora planhigion
hypothalamus hypothalamws
abhor casáu
ambiguity amwyster
hijack herwgipio
sail hwyl
consonance cytgord
smiling siriol
triumphal gorfoleddus
purge puro
hold dala
crazy penwan
abusive difrïol
quarrying chwarela
creature creadur
dresser gwisgwr
navigator morwr
trust ymddiriedolaeth
bracket dosbarth
here dyma
crowd tyrru
moose elc
till hyd
ricochet adlamu
isotropic isotropig
gratify boddhau
alias neu
saleable gwerthadwy
hypocrisy rhagrith
bootless ofer
observer sylwedydd
methodology methodoleg
tsunami tsunami
wobbly sigledig
viciousness drygioni
insolvent methdalwr
jubilation gorfoledd
controversy ymryson
script llawysgrifen
disease salwch
assortment casgliad
filling llenwad
slight dirmyg
commission dirprwyaeth
post post
ooze gollwng
sketch braslun
power pŵer
voucher gwarantwr
pliancy ystwythder
delusive twyllodrus
heartland perfeddwlad
dissonance anghyseinedd
superannuation pensiwn
akin perthynol
palpate trin
body corfforaeth
ajar cilagored
hyena hiena
exasperate cythruddo
hummock twmpath
allure hudo
rise tarddiad
unclothe matryd
charge hyrddio
grasp amgyffrediad
necessitate rhaid
periphery amgant
anaerobic anaerobig
incomprehensible annirnadwy
saintliness santeiddrwydd
premaxilla blaengern
liturgical litwrgïaidd
amateurish amaturaidd
tether rhwymyn
naughty drwg
fracture toriad
dish dysgl
autopilot awtobeilot
urn wrn
hash clwyd
bureau bwrdd
mausoleum mawsolëwm
romp prancio
therapeutics therapiwteg
joust ymwan
guileful dichellgar
minimum lleiaf
animate bywiogi
speciality arbenigedd
ooze llaid
souse mwydo
endeavour ymegnio
revisit ailymweld
turbulent tyrfol
woof anwe
temporize oedi
memo memo
prevailing cyffredinol
assist helpu
regeneration adfywiad
peat mawn
epiglottis epiglotis
lurch gwegian
terbium terbiwm
pentatonic pentatonig
mention sôn
come dyfod
sweet switsen
reintegrate atgyfannu
ungulate carnolyn
sarcoma sarcoma
shivered chwilfriw
guaranteed gwarantedig
scoundrel dihiryn
virginity morwyndod
demotion darostyngiad
coronation coroni
graining graenio
hedgerow perth
ideal perffaith
skit sgit
stuffy trymllyd
existential dirfodol
rank rhonc
monotheism undduwiaeth
accurate iawn
trigger clicied
pertinent cymwys
draughtsman drafftsmon
incantation hud
recount adrodd
hackle heislanu
unsullied dilychwin
rut rhigol
sonship mabolaeth
underprivileged difreintiedig
majestic mawreddog
propagation lledaeniad
car cerbyd
troublous helbulus
stratigraphical stratigraffig
dispose gwaredu
identify dynodi
encyclical cylchredol
carcass burgyn
block blocio
feoffment ffeodiad
humanist dyneiddiwr
resolve dadelfennu
assiduity diwydrwydd
false ffug
thought meddwl
strained tyn
submit ymostwng
commander cadlywydd
shout bloeddio
bravado bocsach
determine pennu
outermost eithaf
unchaste anniwair
porterage cludiant
peevish pigog
weapon arf
songster canwr
cryptic cyfrin
spurious gau
bootless seithug
pronounced amlwg
hackneyed cyffredin
suffering poen
advance cynnydd
baste ireiddio
mountebank ffŵl
popularity poblogrwydd
benumb merwino
cotton cotwm
just teg
tip brig
speedy buan
squirt chwistrellu
doubt petruster
trefoil meillionen
fractious cecrus
triplet triban
knotted cnotiog
oak derwen
pants trôns
step cam
costliness drudaniaeth
insufficiency annigonedd
watchdog gwarchotgi
lapse darfod
coldness oerfel
transgressor troseddwr
rotund crwn
tricycle treisicl
shibboleth siboleth
pail stwc
fax ffacs
blow chwythiad
grumpiness sarugrwydd
debit debydu
teaching dysgeidiaeth
telephone teleffon
remnant gweddill
diameter tryfesur
spotted brith
appraisal gwerthusiad
intercourse cyfathrach
speckle britho
village pentre
deduct didynnu
normal normal
wrangle cweryl
creep cropian
immortality anfarwoldeb
gravel grafel
twilight cyfddydd
benefice bywoliaeth
microcomputer microgyfrifiadur
azimuth asimwth
dulcify melysu
patch cyweirio
tinned tun
colitis colitis
officer swyddog
primitive cyntefig
binding rhwymyn
conquest concwest
cytology sytoleg
decentralization datganoli
tartan plod
rapt syn
inability anallu
annex cysylltu
intonation tonyddiaeth
locker cloer
regenerate adfywio
gestation beichiogiad
eulogy molawd
mouldy mws
bowl bowlio
steam ageru
serialize cyfresu
incise rhicio
needy anghenus
domestic gwas
tender brau
executive gweithiol
reason dadlau
dress trin
prize gwobr
give rhoddi
prorogation gohiriad
nestle nythu
adherence adlyniad
notice rhybudd
sullen swrth
quarry cwarel
count cyfrif
parental rhieniol
bottom godre
productive cynhyrchiol
study stydi
laborious llafurus
fetch cyrchu
childhood plentyndod
rigour llymder
haughty talog
divide rhannu
tenuous tenau
sacrifice offrymu
lag ymdroi
staple stapl
crime trosedd
workstation gweithfan
vertigo madrondod
riding marchogaeth
chill fferru
dismissal diswyddiad
invoice anfonebu
wealthy cyfoethog
meritorious teilwng
anomaly anghysonder
capacity cynhwysedd
vixen llwynoges
marl marl
talus talws
lug tynnu
weak egwan
barbed pigog
indolent swrth
milkmaid llaethferch
graph graff
notary nodiadur
honour bri
oval hirgrwn
lore llên
tittle tipyn
sleeper sliper
puerile plentynnaidd
pragmatism pragmatiaeth
brow talcen
naze pentir
space gofodi
udder pwrs
comfort cysuro
ditch ffos
wonder rhyfeddod
sane synhwyrol
aggravate cythruddo
donate rhoddi
energize nerthu
larval larfal
please plîs
scissors siswrn
rack rhesel
impediment rhwystr
camomile camri
dado dado
cite dyfynnu
fluctuate anwadalu
preface rhagair
disparage amharchu
recreant llwfr
paddle padl
contaminate difwyno
arrant dybryd
splitting hollti
bicker cweryla
run rhedeg
propose cynnig
offend troseddu
huge anferth
spot lle
insertion hysbyseb
bilateralism dwyochredd
brevity byrdra
lechery anlladrwydd
humerus hwmerws
umbrage cysgod
breezy awelog
hob pentan
pane paen
notch bwlch
cumbersome beichus
dung tom
evocation galwad
supplication erfyniad
offensive tramgwyddus
wringer gwasgwr
lot lot
satisfying boddhaol
chervil gorthyfail
is yw
appointment penodiad
implicated ymhlyg
majesty mawrhydi
inhibition swildod
fight brwydr
at ger
comfortable cysurus
blindfold mygydu
equability tawelwch
bung bwng
renascence aileni
assort trefnu
betrayer bradwr
injunction arch
adapter addasydd
build saernïaeth
damages iawn
drivel glafoerion
petrified fferllyd
clout clwt
renowned clodfawr
aviation hedfan
privation caledi
sword cleddyf
torus torws
gyri gyri
tantrum pwl
drawer drâr
analyst dadansoddwr
pedagogue athro
liege arglwydd
storage storio
profound dwfn
purposeful bwriadol
tax treth
flywheel chwylolwyn
thigh morddwyd
nullify diddymu
jump llam
sagacity craffter
diverge dargyfeirio
metallurgist metelegwr
discount disgowntio
odorous aroglus
garb gwisg
instrumental cyfryngol
badger poeni
columnar colofnog
scratch crafiad
declaim traethu
limp llipa
accept cytuno
hospice ysbyty
rule llywodraethu
orb pelen
stupidity hurtrwydd
cultural diwylliannol
grassland glaswelltir
astonishing syn
settling gwaddod
interchange cydgyfnewid
key allweddu
grievance achwyniad
gossip clebryn
vehicle cerbyd
alley ale
snub dirmyg
rude digywilydd
roar rhuo
margarine margarîn
smithy gefail
sole gwadn
artist arlunydd
swill golchion
optimization optimeiddiaeth
nihilist nihilydd
lesion nam
view edrych
misuse camddefnyddio
worm abwydyn
bridegroom priodfab
radiate pelydru
contractual amodol
shrewd craff
governing llywodraethol
furrow rhigol
emanation deilliad
right union
powder powdwr
cuticle pilen
fad chwiw
delinquent troseddwr
ductile hydwyth
warrant gwarantu
mouthpiece blaen
latent dirgel
buccaneer anturiwr
mean canol
cosmopolitan amlgenhedlig
knock cnocio
confide cyfaddef
uranium wraniwm
bugbear bwci
subjunctive dibynnol
inclined goleddol
despotism unbennaeth
unharmed dianaf
press près
fizzle hisian
daughter merch
admission mynediad
pitfall perygl
documentation dogfennaeth
burner llosgydd
amelioration gwellhad
saliva poer
educate addysgu
depression pant
toothache dannoedd
gnomic gwirebol
uttermost eithaf
mortuary marwdy
consommé consommé
curricular cwricwlaidd
disregard diystyru
palatal taflodol
hyperventilation goranadlu
oblation offrwm
naval morol
ostracize diarddel
theft lladrad
cool claear
outlaw herwr
vectorial fectoraidd
disruption chwalfa
clot tolchen
spiritism ysbrydegaeth
rasp rhygnu
encore eto
advance estyn
fallacious cyfeiliornus
happiness dedwyddwch
massacre lladdfa
consent caniatáu
ringworm darwden
press gorfodi
bin bin
accelerate cyflymu
score ugain
irascible pigog
average cyfartaledd
echo adleisio
exploitation ymelwad
objective amcan
commercialism masnacheiddiwch
nightjar nyddwr
salvage arbed
vehement tanbaid
fleshy tew
prompt awgrymu
occupational galwedigaethol
further ymhellach
dolmen cromlech
ambush rhagodi
suburban maestrefol
cock mydylu
gruel sucan
traduce difenwi
extreme eithafol
flippant gwamal
torch ffagl
occult dirgel
whetstone agalen
telepathy telepathi
summit pen
jeremiad galarnad
smattering crap
denounce condemnio
ham ham
bowdlerize chwynnu
guy bachan
resting llonydd
uneasy pryderus
inure cyfarwyddo
dip dipio
extraordinary hynod
hunch crwmach
remainder gweddill
putrefaction pydredd
shifty anwadal
biomechanics biomecaneg
mouth safn
scant prin
garment gwisg
dock doc
conferment cyflwyniad
fray brwydr
flounder ymdrybaeddu
harangue araith
pull tynfa
resistance gwydnwch
calm tawelu
scoot heglu
sough lefel
expand datblygu
grant caniatáu
scoundrel adyn
rigmarole ffiloreg
physical ffisegol
balance siglo
shelter cysgodi
for canys
inscribe arysgrifio
lust chwenychu
amusing ysmala
err cyfeiliorni
surprising syn
variety amrywiaeth
imprecate melltithio
poppy pabi
rights iawnderau
dump dadlwytho
atom atom
daily beunydd
nay nage
kin carennydd
mindful gofalus
sedate tawel
char torgoch
translation cyfieithiad
grassy glaswelltog
tranquillity tawelwch
style cyfenwi
indoctrination trwythiad
extortionate gormodol
prosecutor erlynydd
intolerable annioddefol
nuisance niwsans
realized cyflawnedig
provost profost
seneschal distain
dip trochi
oracy llafaredd
mercurous mercwrig
traitor teyrnfradwr
station stesion
biennial eilflwydd
agar agar
ulterior cudd
expulsion alltudiad
short cwta
shelf traethell
ruptured toredig
inset mewnosodiad
advisory cynghorol
rival gwrthwynebu
dilapidate dadfeilio
gallantry dewrder
gley glei
halfpenny dimai
plenteous toreithiog
station gosod
accommodate ymgymhwyso
amortize amorteiddio
neurone niwron
abolish diddymu
keeper ceidwad
elect etholedig
belated hwyr
reversal gwrthdroad
velcro felcro
liaison cysylltiad
flair dawn
curly cyrliog
volume cyfrol
infectious heintus
obey ufuddhau
cipher seiffr
orb pêl
inexpedient amhriodol
charge cost
politic call
cudgel pastynu
forte uchel
restore adfer
inhibition atalnwyd
rhymer rhigymwr
emend diwygio
mistaken cyfeiliornus
marginal ymylol
couple cyplu
endemic endemig
crag clegyr
romance rhamant
bund bwnd
gargoyle gargoil
hysteria hysteria
junior ieuengach
meek mwyn
chromatic cromatig
servitude caethwasanaeth
diabolic dieflig
accessory ategolyn
illegibility aneglurder
tenantry tenantiaid
characterize cymeriadu
audacious hy
defensive amddiffynnol
moribund marwaidd
truss bwndelu
foremost blaenaf
ennui diflastod
suspend gwahardd
inspector arolygwr
heredity etifeddeg
drag llusgiad
pay cyflog
painstaking gofalus
thwack taro
mitochondrion mitocondrion
ticket tocyn
unadulterated pur
chastisement cosbedigaeth
plunder ysbeilio
behest cais
fitted mesuredig
murderer llofrudd
hidebound rhagfarnllyd
hooked bachog
vivisect dadelfennu
exhume datgladdu
sanction gorchymyn
scar craith
ankle pigwrn
bronze pres
deterrence ataliaeth
unostentatious diymhongar
geologist daearegwr
alarm dychryn
specification manylyn
neigh gweryru
pontoon pontŵn
