: gram2-opposite
ymwybodol anymwybodol onest anonest
palestina palestinaidd corea coreaidd
palestina palestinaidd sweden swedaidd
palestina palestinaidd sbaen sbaenaidd
serbia serbaidd ffrainc ffrengig
serbia serbaidd almaen almaenaidd
serbia serbaidd portiwgal portiwgeaidd
serbia serbaidd ffindir ffinnaidd
serbia serbaidd catalwnia catalwnaidd
serbia serbaidd india indiaidd
serbia serbaidd corea coreaidd
serbia serbaidd sweden swedaidd
serbia serbaidd sbaen sbaenaidd
ffrainc ffrengig almaen almaenaidd
ffrainc ffrengig portiwgal portiwgeaidd
ffrainc ffrengig ffindir ffinnaidd
ffrainc ffrengig catalwnia catalwnaidd
ffrainc ffrengig india indiaidd
ffrainc ffrengig corea coreaidd
ffrainc ffrengig sweden swedaidd
ffrainc ffrengig sbaen sbaenaidd
almaen almaenaidd portiwgal portiwgeaidd
almaen almaenaidd ffindir ffinnaidd
almaen almaenaidd catalwnia catalwnaidd
almaen almaenaidd india indiaidd
almaen almaenaidd corea coreaidd
almaen almaenaidd sweden swedaidd
almaen almaenaidd sbaen sbaenaidd
portiwgal portiwgeaidd ffindir ffinnaidd
portiwgal portiwgeaidd catalwnia catalwnaidd
portiwgal portiwgeaidd india indiaidd
portiwgal portiwgeaidd corea coreaidd
portiwgal portiwgeaidd sweden swedaidd
portiwgal portiwgeaidd sbaen sbaenaidd
ffindir ffinnaidd catalwnia catalwnaidd
ffindir ffinnaidd india indiaidd
ffindir ffinnaidd corea coreaidd
ffindir ffinnaidd sweden swedaidd
ffindir ffinnaidd sbaen sbaenaidd
catalwnia catalwnaidd india indiaidd
catalwnia catalwnaidd corea coreaidd
catalwnia catalwnaidd sweden swedaidd
catalwnia catalwnaidd sbaen sbaenaidd
india indiaidd corea coreaidd
india indiaidd sweden swedaidd
india indiaidd sbaen sbaenaidd
corea coreaidd sweden swedaidd
corea coreaidd sbaen sbaenaidd
sweden swedaidd sbaen sbaenaidd
: gram?-nationality-language
tsieina tsieinëeg byrma byrmaneg
tsieina tsieinëeg cymru cymraeg
tsieina tsieinëeg lloegr saesneg
tsieina tsieinëeg alban albaneg
tsieina tsieinëeg iwerddon gwyddeleg
tsieina tsieinëeg japan japaneg
tsieina tsieinëeg serbia serbeg
tsieina tsieinëeg ffrainc ffrangeg
tsieina tsieinëeg almaen almaeneg
tsieina tsieinëeg portiwgal portiwgaleg
tsieina tsieinëeg catalwnia catalaneg
tsieina tsieinëeg ffindir ffinneg
tsieina tsieinëeg corea corëeg
tsieina tsieinëeg sweden swedeg
tsieina tsieinëeg sbaen sbaeneg
byrma byrmaneg cymru cymraeg
byrma byrmaneg lloegr saesneg
byrma byrmaneg alban albaneg
byrma byrmaneg iwerddon gwyddeleg
byrma byrmaneg japan japaneg
byrma byrmaneg serbia serbeg
byrma byrmaneg ffrainc ffrangeg
byrma byrmaneg almaen almaeneg
byrma byrmaneg portiwgal portiwgaleg
byrma byrmaneg catalwnia catalaneg
byrma byrmaneg ffindir ffinneg
byrma byrmaneg corea corëeg
byrma byrmaneg sweden swedeg
byrma byrmaneg sbaen sbaeneg
cymru cymraeg lloegr saesneg
cymru cymraeg alban albaneg
cymru cymraeg iwerddon gwyddeleg
cymru cymraeg japan japaneg
cymru cymraeg serbia serbeg
cymru cymraeg ffrainc ffrangeg
cymru cymraeg almaen almaeneg
cymru cymraeg portiwgal portiwgaleg
cymru cymraeg catalwnia catalaneg
cymru cymraeg ffindir ffinneg
cymru cymraeg corea corëeg
cymru cymraeg sweden swedeg
cymru cymraeg sbaen sbaeneg
lloegr saesneg alban albaneg
lloegr saesneg iwerddon gwyddeleg
lloegr saesneg japan japaneg
lloegr saesneg serbia serbeg
lloegr saesneg ffrainc ffrangeg
lloegr saesneg almaen almaeneg
lloegr saesneg portiwgal portiwgaleg
lloegr saesneg catalwnia catalaneg
lloegr saesneg ffindir ffinneg
lloegr saesneg corea corëeg
lloegr saesneg sweden swedeg
lloegr saesneg sbaen sbaeneg
alban albaneg iwerddon gwyddeleg
alban albaneg japan japaneg
alban albaneg serbia serbeg
alban albaneg ffrainc ffrangeg
alban albaneg almaen almaeneg
alban albaneg portiwgal portiwgaleg
alban albaneg catalwnia catalaneg
alban albaneg ffindir ffinneg
alban albaneg corea corëeg
alban albaneg sweden swedeg
alban albaneg sbaen sbaeneg
iwerddon gwyddeleg japan japaneg
iwerddon gwyddeleg serbia serbeg
iwerddon gwyddeleg ffrainc ffrangeg
iwerddon gwyddeleg almaen almaeneg
iwerddon gwyddeleg portiwgal portiwgaleg
iwerddon gwyddeleg catalwnia catalaneg
iwerddon gwyddeleg ffindir ffinneg
iwerddon gwyddeleg corea corëeg
iwerddon gwyddeleg sweden swedeg
iwerddon gwyddeleg sbaen sbaeneg
japan japaneg serbia serbeg
japan japaneg ffrainc ffrangeg
japan japaneg almaen almaeneg
japan japaneg portiwgal portiwgaleg
japan japaneg catalwnia catalaneg
japan japaneg ffindir ffinneg
japan japaneg corea corëeg
japan japaneg sweden swedeg
japan japaneg sbaen sbaeneg
serbia serbeg ffrainc ffrangeg
serbia serbeg almaen almaeneg
serbia serbeg portiwgal portiwgaleg
serbia serbeg catalwnia catalaneg
serbia serbeg ffindir ffinneg
serbia serbeg corea corëeg
serbia serbeg sweden swedeg
serbia serbeg sbaen sbaeneg
ffrainc ffrangeg almaen almaeneg
ffrainc ffrangeg portiwgal portiwgaleg
ffrainc ffrangeg catalwnia catalaneg
ffrainc ffrangeg ffindir ffinneg
ffrainc ffrangeg corea corëeg
ffrainc ffrangeg sweden swedeg
ffrainc ffrangeg sbaen sbaeneg
almaen almaeneg portiwgal portiwgaleg
almaen almaeneg catalwnia catalaneg
almaen almaeneg ffindir ffinneg
almaen almaeneg corea corëeg
almaen almaeneg sweden swedeg
almaen almaeneg sbaen sbaeneg
portiwgal portiwgaleg catalwnia catalaneg
portiwgal portiwgaleg ffindir ffinneg
portiwgal portiwgaleg corea corëeg
portiwgal portiwgaleg sweden swedeg
portiwgal portiwgaleg sbaen sbaeneg
catalwnia catalaneg ffindir ffinneg
catalwnia catalaneg corea corëeg
catalwnia catalaneg sweden swedeg
catalwnia catalaneg sbaen sbaeneg
ffindir ffinneg corea corëeg
ffindir ffinneg sweden swedeg
ffindir ffinneg sbaen sbaeneg
corea corëeg sweden swedeg
corea corëeg sbaen sbaeneg
sweden swedeg sbaen sbaeneg
: gram8-plural
llyfr llyfrau mam mamau
llyfr llyfrau tad tadau
llyfr llyfrau bore boreau
llyfr llyfrau cannwyll canhwyllau
llyfr llyfrau hylif hylifau
llyfr llyfrau nod nodau
llyfr llyfrau math mathau
llyfr llyfrau cofnod cofnodion
llyfr llyfrau boneddiges boneddigesau
llyfr llyfrau tân tanau
llyfr llyfrau pryd prydau
llyfr llyfrau rhan rhannau
llyfr llyfrau adeilad adeiladau
llyfr llyfrau asen asennau
llyfr llyfrau addurniad addurniadau
llyfr llyfrau afal afalau
llyfr llyfrau allweddell allweddellau
llyfr llyfrau gwelliant gwelliannau
llyfr llyfrau arwerthiant arwethiannau
llyfr llyfrau deunydd deunyddiau
llyfr llyfrau llun lluniau
llyfr llyfrau lliw lliwiau
llyfr llyfrau braslun brasluniau
llyfr llyfrau dydd dyddiau
llyfr llyfrau mynydd mynyddoedd
llyfr llyfrau gwe gweoedd
llyfr llyfrau meinwe meinweoedd
llyfr llyfrau pellter pellteroedd
llyfr llyfrau oes oesoedd
llyfr llyfrau cell celloedd
llyfr llyfrau oergell oergelloedd
llyfr llyfrau gweithle gweithleoedd
llyfr llyfrau cyllidfa cyllidfaoedd
llyfr llyfrau geirfa geirfaoedd
llyfr llyfrau meddyg meddygon
llyfr llyfrau afiechyd afiechydon
llyfr llyfrau gweddill gweddillion
llyfr llyfrau pennill pennillion
llyfr llyfrau actor actorion
llyfr llyfrau addewid addewidion
llyfr llyfrau angen anghenion
llyfr llyfrau gwleidydd gwleidyddion
llyfr llyfrau mater materion
llyfr llyfrau cariad cariadon
llyfr llyfrau dyn dynion
llyfr llyfrau cof cofion
llyfr llyfrau cyfrifiadur cyfrifiaduron
llyfr llyfrau cwyn cwynion
llyfr llyfrau tori torïaid
llyfr llyfrau creadur creaduriaid
llyfr llyfrau amatur amaturiaid
llyfr llyfrau arab arabiaid
llyfr llyfrau awtocrat awtocratiaid
llyfr llyfrau offeiriad offeriaid
llyfr llyfrau beirniad beirniaid
llyfr llyfrau gwylan gwylanod
llyfr llyfrau mwnci mwncïod 
llyfr llyfrau anghenfil angenfilod
llyfr llyfrau bwgan bwganod
llyfr llyfrau cath cathod
llyfr llyfrau llyffant llyffantod
llyfr llyfrau tylluan tylluanod
llyfr llyfrau ystlum ystlumod
llyfr llyfrau cyfres cyfresi
llyfr llyfrau rhes rhesi
llyfr llyfrau eglwys eglwysi
llyfr llyfrau clogwyn clogwyni
llyfr llyfrau amlen amlenni
llyfr llyfrau tunell tunelli
llyfr llyfrau treth trethi
llyfr llyfrau tref trefi
llyfr llyfrau llestr llestri
llyfr llyfrau swydd swyddi
llyfr llyfrau poced pocedi
llyfr llyfrau llen llenni
llyfr llyfrau blaidd bleiddiau
llyfr llyfrau braich breichiau
llyfr llyfrau gair geiriau
llyfr llyfrau llais lleisiau
llyfr llyfrau nain neiniau
llyfr llyfrau taid teidiau
llyfr llyfrau meddwl meddyliau
llyfr llyfrau taith teithiau
llyfr llyfrau adwaith adweithiau
llyfr llyfrau iaith ieithoedd
llyfr llyfrau tafodiaith tafodieithoedd
llyfr llyfrau drws drysau
llyfr llyfrau saer seiri
llyfr llyfrau rhiant rhieni
llyfr llyfrau twrch tyrchod
llyfr llyfrau pastai pasteiod
llyfr llyfrau dŵr dyfroedd
llyfr llyfrau pau peuoedd
llyfr llyfrau angel angylion
llyfr llyfrau prawf profion
llyfr llyfrau gwas gweision
llyfr llyfrau athro athrawon
llyfr llyfrau cipolwg cipolygon
llyfr llyfrau capten capteiniaid
llyfr llyfrau gwraig gwragedd
llyfr llyfrau car ceir
llyfr llyfrau iâr ieir
llyfr llyfrau bardd beirdd
llyfr llyfrau tarw teirw
llyfr llyfrau marw meirw
llyfr llyfrau arth eirth
llyfr llyfrau brân brain
llyfr llyfrau alarch elyrch
llyfr llyfrau porth pyrth
llyfr llyfrau masnachwr masnachwyr
llyfr llyfrau gof gofaint
llyfr llyfrau merch merched
llyfr llyfrau pryf pryfed
llyfr llyfrau brawd brodyr
mam mamau tad tadau
mam mamau bore boreau
mam mamau cannwyll canhwyllau
mam mamau hylif hylifau
mam mamau nod nodau
mam mamau math mathau
mam mamau cofnod cofnodion
mam mamau boneddiges boneddigesau
mam mamau tân tanau
mam mamau pryd prydau
mam mamau rhan rhannau
mam mamau adeilad adeiladau
mam mamau asen asennau
mam mamau addurniad addurniadau
mam mamau afal afalau
mam mamau allweddell allweddellau
mam mamau gwelliant gwelliannau
mam mamau arwerthiant arwethiannau
mam mamau deunydd deunyddiau
mam mamau llun lluniau
mam mamau lliw lliwiau
mam mamau braslun brasluniau
mam mamau dydd dyddiau
mam mamau mynydd mynyddoedd
mam mamau gwe gweoedd
mam mamau meinwe meinweoedd
mam mamau pellter pellteroedd
mam mamau oes oesoedd
mam mamau cell celloedd
mam mamau oergell oergelloedd
mam mamau gweithle gweithleoedd
mam mamau cyllidfa cyllidfaoedd
mam mamau geirfa geirfaoedd
mam mamau meddyg meddygon
mam mamau afiechyd afiechydon
mam mamau gweddill gweddillion
mam mamau pennill pennillion
mam mamau actor actorion
mam mamau addewid addewidion
mam mamau angen anghenion
mam mamau gwleidydd gwleidyddion
mam mamau mater materion
mam mamau cariad cariadon
mam mamau dyn dynion
mam mamau cof cofion
mam mamau cyfrifiadur cyfrifiaduron
mam mamau cwyn cwynion
mam mamau tori torïaid
mam mamau creadur creaduriaid
mam mamau amatur amaturiaid
mam mamau arab arabiaid
mam mamau awtocrat awtocratiaid
mam mamau offeiriad offeriaid
mam mamau beirniad beirniaid
mam mamau gwylan gwylanod
mam mamau mwnci mwncïod 
mam mamau anghenfil angenfilod
mam mamau bwgan bwganod
mam mamau cath cathod
mam mamau llyffant llyffantod
mam mamau tylluan tylluanod
mam mamau ystlum ystlumod
mam mamau cyfres cyfresi
mam mamau rhes rhesi
mam mamau eglwys eglwysi
mam mamau clogwyn clogwyni
mam mamau amlen amlenni
mam mamau tunell tunelli
mam mamau treth trethi
mam mamau tref trefi
mam mamau llestr llestri
mam mamau swydd swyddi
mam mamau poced pocedi
mam mamau llen llenni
mam mamau blaidd bleiddiau
mam mamau braich breichiau
mam mamau gair geiriau
mam mamau llais lleisiau
mam mamau nain neiniau
mam mamau taid teidiau
mam mamau meddwl meddyliau
mam mamau taith teithiau
mam mamau adwaith adweithiau
mam mamau iaith ieithoedd
mam mamau tafodiaith tafodieithoedd
mam mamau drws drysau
mam mamau saer seiri
mam mamau rhiant rhieni
mam mamau twrch tyrchod
mam mamau pastai pasteiod
mam mamau dŵr dyfroedd
mam mamau pau peuoedd
mam mamau angel angylion
mam mamau prawf profion
mam mamau gwas gweision
mam mamau athro athrawon
mam mamau cipolwg cipolygon
mam mamau capten capteiniaid
mam mamau gwraig gwragedd
mam mamau car ceir
mam mamau iâr ieir
mam mamau bardd beirdd
mam mamau tarw teirw
mam mamau marw meirw
mam mamau arth eirth
mam mamau brân brain
mam mamau alarch elyrch
mam mamau porth pyrth
mam mamau masnachwr masnachwyr
mam mamau gof gofaint
mam mamau merch merched
mam mamau pryf pryfed
mam mamau brawd brodyr
tad tadau bore boreau
tad tadau cannwyll canhwyllau
tad tadau hylif hylifau
tad tadau nod nodau
tad tadau math mathau
tad tadau cofnod cofnodion
tad tadau boneddiges boneddigesau
tad tadau tân tanau
tad tadau pryd prydau
tad tadau rhan rhannau
tad tadau adeilad adeiladau
tad tadau asen asennau
tad tadau addurniad addurniadau
tad tadau afal afalau
tad tadau allweddell allweddellau
tad tadau gwelliant gwelliannau
tad tadau arwerthiant arwethiannau
tad tadau deunydd deunyddiau
tad tadau llun lluniau
tad tadau lliw lliwiau
tad tadau braslun brasluniau
tad tadau dydd dyddiau
tad tadau mynydd mynyddoedd
tad tadau gwe gweoedd
tad tadau meinwe meinweoedd
tad tadau pellter pellteroedd
tad tadau oes oesoedd
tad tadau cell celloedd
tad tadau oergell oergelloedd
tad tadau gweithle gweithleoedd
tad tadau cyllidfa cyllidfaoedd
tad tadau geirfa geirfaoedd
tad tadau meddyg meddygon
tad tadau afiechyd afiechydon
tad tadau gweddill gweddillion
tad tadau pennill pennillion
tad tadau actor actorion
tad tadau addewid addewidion
tad tadau angen anghenion
tad tadau gwleidydd gwleidyddion
tad tadau mater materion
tad tadau cariad cariadon
tad tadau dyn dynion
tad tadau cof cofion
tad tadau cyfrifiadur cyfrifiaduron
tad tadau cwyn cwynion
tad tadau tori torïaid
tad tadau creadur creaduriaid
tad tadau amatur amaturiaid
tad tadau arab arabiaid
tad tadau awtocrat awtocratiaid
tad tadau offeiriad offeriaid
tad tadau beirniad beirniaid
tad tadau gwylan gwylanod
tad tadau mwnci mwncïod 
tad tadau anghenfil angenfilod
tad tadau bwgan bwganod
tad tadau cath cathod
tad tadau llyffant llyffantod
tad tadau tylluan tylluanod
tad tadau ystlum ystlumod
tad tadau cyfres cyfresi
tad tadau rhes rhesi
tad tadau eglwys eglwysi
tad tadau clogwyn clogwyni
tad tadau amlen amlenni
tad tadau tunell tunelli
tad tadau treth trethi
tad tadau tref trefi
tad tadau llestr llestri
tad tadau swydd swyddi
tad tadau poced pocedi
tad tadau llen llenni
tad tadau blaidd bleiddiau
tad tadau braich breichiau
tad tadau gair geiriau
tad tadau llais lleisiau
tad tadau nain neiniau
tad tadau taid teidiau
tad tadau meddwl meddyliau
tad tadau taith teithiau
tad tadau adwaith adweithiau
tad tadau iaith ieithoedd
tad tadau tafodiaith tafodieithoedd
tad tadau drws drysau
tad tadau saer seiri
tad tadau rhiant rhieni
tad tadau twrch tyrchod
tad tadau pastai pasteiod
tad tadau dŵr dyfroedd
tad tadau pau peuoedd
tad tadau angel angylion
tad tadau prawf profion
tad tadau gwas gweision
tad tadau athro athrawon
tad tadau cipolwg cipolygon
tad tadau capten capteiniaid
tad tadau gwraig gwragedd
tad tadau car ceir
tad tadau iâr ieir
tad tadau bardd beirdd
tad tadau tarw teirw
tad tadau marw meirw
tad tadau arth eirth
tad tadau brân brain
tad tadau alarch elyrch
tad tadau porth pyrth
tad tadau masnachwr masnachwyr
tad tadau gof gofaint
tad tadau merch merched
tad tadau pryf pryfed
tad tadau brawd brodyr
bore boreau cannwyll canhwyllau
bore boreau hylif hylifau
bore boreau nod nodau
bore boreau math mathau
bore boreau cofnod cofnodion
bore boreau boneddiges boneddigesau
bore boreau tân tanau
bore boreau pryd prydau
bore boreau rhan rhannau
bore boreau adeilad adeiladau
bore boreau asen asennau
bore boreau addurniad addurniadau
bore boreau afal afalau
bore boreau allweddell allweddellau
bore boreau gwelliant gwelliannau
bore boreau arwerthiant arwethiannau
bore boreau deunydd deunyddiau
bore boreau llun lluniau
bore boreau lliw lliwiau
bore boreau braslun brasluniau
bore boreau dydd dyddiau
bore boreau mynydd mynyddoedd
bore boreau gwe gweoedd
bore boreau meinwe meinweoedd
bore boreau pellter pellteroedd
bore boreau oes oesoedd
bore boreau cell celloedd
bore boreau oergell oergelloedd
bore boreau gweithle gweithleoedd
bore boreau cyllidfa cyllidfaoedd
bore boreau geirfa geirfaoedd
bore boreau meddyg meddygon
bore boreau afiechyd afiechydon
bore boreau gweddill gweddillion
bore boreau pennill pennillion
bore boreau actor actorion
bore boreau addewid addewidion
bore boreau angen anghenion
bore boreau gwleidydd gwleidyddion
bore boreau mater materion
bore boreau cariad cariadon
bore boreau dyn dynion
bore boreau cof cofion
bore boreau cyfrifiadur cyfrifiaduron
bore boreau cwyn cwynion
bore boreau tori torïaid
bore boreau creadur creaduriaid
bore boreau amatur amaturiaid
bore boreau arab arabiaid
bore boreau awtocrat awtocratiaid
bore boreau offeiriad offeriaid
bore boreau beirniad beirniaid
bore boreau gwylan gwylanod
bore boreau mwnci mwncïod 
bore boreau anghenfil angenfilod
bore boreau bwgan bwganod
bore boreau cath cathod
bore boreau llyffant llyffantod
bore boreau tylluan tylluanod
bore boreau ystlum ystlumod
bore boreau cyfres cyfresi
bore boreau rhes rhesi
bore boreau eglwys eglwysi
bore boreau clogwyn clogwyni
bore boreau amlen amlenni
bore boreau tunell tunelli
bore boreau treth trethi
bore boreau tref trefi
bore boreau llestr llestri
bore boreau swydd swyddi
bore boreau poced pocedi
bore boreau llen llenni
bore boreau blaidd bleiddiau
bore boreau braich breichiau
bore boreau gair geiriau
bore boreau llais lleisiau
bore boreau nain neiniau
bore boreau taid teidiau
bore boreau meddwl meddyliau
bore boreau taith teithiau
bore boreau adwaith adweithiau
bore boreau iaith ieithoedd
bore boreau tafodiaith tafodieithoedd
bore boreau drws drysau
bore boreau saer seiri
bore boreau rhiant rhieni
bore boreau twrch tyrchod
bore boreau pastai pasteiod
bore boreau dŵr dyfroedd
bore boreau pau peuoedd
bore boreau angel angylion
bore boreau prawf profion
bore boreau gwas gweision
bore boreau athro athrawon
bore boreau cipolwg cipolygon
bore boreau capten capteiniaid
bore boreau gwraig gwragedd
bore boreau car ceir
bore boreau iâr ieir
bore boreau bardd beirdd
bore boreau tarw teirw
bore boreau marw meirw
bore boreau arth eirth
bore boreau brân brain
bore boreau alarch elyrch
bore boreau porth pyrth
bore boreau masnachwr masnachwyr
bore boreau gof gofaint
bore boreau merch merched
bore boreau pryf pryfed
bore boreau brawd brodyr
cannwyll canhwyllau hylif hylifau
cannwyll canhwyllau nod nodau
cannwyll canhwyllau math mathau
cannwyll canhwyllau cofnod cofnodion
cannwyll canhwyllau boneddiges boneddigesau
cannwyll canhwyllau tân tanau
cannwyll canhwyllau pryd prydau
cannwyll canhwyllau rhan rhannau
cannwyll canhwyllau adeilad adeiladau
cannwyll canhwyllau asen asennau
cannwyll canhwyllau addurniad addurniadau
cannwyll canhwyllau afal afalau
cannwyll canhwyllau allweddell allweddellau
cannwyll canhwyllau gwelliant gwelliannau
cannwyll canhwyllau arwerthiant arwethiannau
cannwyll canhwyllau deunydd deunyddiau
cannwyll canhwyllau llun lluniau
cannwyll canhwyllau lliw lliwiau
cannwyll canhwyllau braslun brasluniau
cannwyll canhwyllau dydd dyddiau
cannwyll canhwyllau mynydd mynyddoedd
cannwyll canhwyllau gwe gweoedd
cannwyll canhwyllau meinwe meinweoedd
cannwyll canhwyllau pellter pellteroedd
cannwyll canhwyllau oes oesoedd
cannwyll canhwyllau cell celloedd
cannwyll canhwyllau oergell oergelloedd
cannwyll canhwyllau gweithle gweithleoedd
cannwyll canhwyllau cyllidfa cyllidfaoedd
cannwyll canhwyllau geirfa geirfaoedd
